Ensembl ID	Gene name	logFC	H3K79me2 GB Coverage
ENSMUSG00000031616	Ednra	0.321500871315985	0.608189499999999
ENSMUSG00000038578	Susd1	0.321584033472238	0.0433316
ENSMUSG00000036106	Prr5	0.321832595378081	0.1010746
ENSMUSG00000032374	Plod2	0.321899682284103	0.379565
ENSMUSG00000037434	Slc30a1	0.322845938882398	0.6352415
ENSMUSG00000072235	Tuba1a	0.323060364859782	0.6282645
ENSMUSG00000024222	Fkbp5	0.323102597129796	0.14167385
ENSMUSG00000060244	Alyref2	0.323207115646382	0.2643365
ENSMUSG00000029499	Pxmp2	0.323488267169109	0.0287694
ENSMUSG00000040111	Gramd1b	0.323676068388363	0.1353006
ENSMUSG00000039959	Hip1	0.323780913562403	0.12205085
ENSMUSG00000061207	Stk19	0.324085021150548	0.06882575
ENSMUSG00000093273	Mir3064	0.324319068809448	0.074627
ENSMUSG00000046269	Usp27x	0.324351684486281	0.2750715
ENSMUSG00000059839	Zfp874b	0.324697756461292	0.256276
ENSMUSG00000025534	Gusb	0.324757817139857	0.0790299
ENSMUSG00000078954	Arhgap8	0.325133462974277	0.0073721
ENSMUSG00000044367	Slc16a13	0.325593034138514	0.066768
ENSMUSG00000024486	Hbegf	0.325854628094549	0.470356
ENSMUSG00000074829	2010315B03Rik	0.325883520364291	0.322571999999999
ENSMUSG00000025724	Sec11a	0.326030678605645	0.416219499999999
ENSMUSG00000020993	Trappc6b	0.327211048388622	0.5792395
ENSMUSG00000024921	Smarca2	0.327623337694346	0.06919145
ENSMUSG00000021611	Tert	0.327923770905562	0.0
ENSMUSG00000067276	Capn6	0.327952108147142	0.1893265
ENSMUSG00000024425	Ndfip1	0.327986426558776	0.377422
ENSMUSG00000039361	Picalm	0.327989247655189	0.553866
ENSMUSG00000032968	Inha	0.328137639581666	0.58541
ENSMUSG00000024598	Fbn2	0.328367851307739	0.2967875
ENSMUSG00000026696	Vamp4	0.328612085598808	0.07577875
ENSMUSG00000091811	Inafm1	0.328802715413296	0.1526478
ENSMUSG00000046058	Eid2	0.328950279403435	0.5179595
ENSMUSG00000028926	Cdk14	0.329166500003256	0.218108499999999
ENSMUSG00000004043	Stat5a	0.329534288507583	0.0
ENSMUSG00000038312	Edem2	0.329646948494876	0.0
ENSMUSG00000004040	Stat3	0.32970694230956	0.387047
ENSMUSG00000038991	Txndc5	0.329870492967731	0.2834655
ENSMUSG00000025809	Itgb1	0.330351713371731	0.5527265
ENSMUSG00000029598	Plbd2	0.330939630719445	0.210652
ENSMUSG00000020477	Mrps24	0.331209846663957	0.35583
ENSMUSG00000028673	Fuca1	0.33140569500748	0.0530726
ENSMUSG00000007036	Abhd16a	0.331503163286711	0.2522765
ENSMUSG00000037563	Rps16	0.331808634349753	0.7965255
ENSMUSG00000025324	Atp10a	0.331931380060167	0.172673499999999
ENSMUSG00000031217	Efnb1	0.331971029075852	0.6946435
ENSMUSG00000043415	Otud1	0.331976465776668	0.6726695
ENSMUSG00000027954	Efna1	0.332055258499126	0.372741499999999
ENSMUSG00000075701	Selenos	0.332083477466146	0.380599
ENSMUSG00000029153	Ociad2	0.332719060116479	0.08104085
ENSMUSG00000043644	0610009L18Rik	0.333043079671167	0.5441705
ENSMUSG00000024939	Fam89b	0.333058170762145	0.606573
ENSMUSG00000020521	Rnft1	0.333538691421879	0.2248935
ENSMUSG00000032116	Stt3a	0.333843387962227	0.241209
ENSMUSG00000027082	Tfpi	0.334503030085592	0.2343865
ENSMUSG00000043131	Mob1a	0.33467028906838	0.3222515
ENSMUSG00000025485	Ric8a	0.334843465028249	0.346076
ENSMUSG00000042500	Ago4	0.334964717666644	0.0
ENSMUSG00000029674	Limk1	0.335327815101993	0.06013515
ENSMUSG00000031698	Mylk3	0.335378430042872	0.495664
ENSMUSG00000045438	Cox19	0.335398824348605	0.250952
ENSMUSG00000027550	Lrrcc1	0.335553127018034	0.09311595
ENSMUSG00000040699	Limd2	0.33578458013638	0.1100975
ENSMUSG00000040322	Slc25a24	0.335832483174957	0.187887499999999
ENSMUSG00000032575	Manf	0.336075881540483	0.2761515
ENSMUSG00000051427	Ccdc157	0.336510544656954	0.0908144
ENSMUSG00000002983	Relb	0.336764343080999	0.0
ENSMUSG00000044433	Camsap3	0.336804478624615	0.0167103
ENSMUSG00000031765	Mt1	0.337550584158199	0.5794545
ENSMUSG00000037949	Ano10	0.337787900823351	0.07313375
ENSMUSG00000071076	Jund	0.337946759350186	0.579136499999999
ENSMUSG00000065878	Snord34	0.338464499601323	0.5142855
ENSMUSG00000052656	Rnf103	0.338671454229617	0.4621495
ENSMUSG00000029826	Zc3hav1	0.339061271571199	0.02460565
ENSMUSG00000002109	Ddb2	0.339207797654553	0.0665658
ENSMUSG00000062683	Atp5g2	0.339309534431665	0.5740335
ENSMUSG00000003721	Insig2	0.339332885506128	0.4536955
ENSMUSG00000097316	Gm10516	0.339348851906323	0.13979905
ENSMUSG00000030590	Fam98c	0.339533971252589	0.0
ENSMUSG00000018774	Cd68	0.339750169351466	0.3902625
ENSMUSG00000041945	Mfsd9	0.33991597357964	0.0424129
ENSMUSG00000047250	Ptgs1	0.340540317059539	0.0
ENSMUSG00000040462	Os9	0.340603740365226	0.0
ENSMUSG00000027365	Trpm7	0.340923527346084	0.4284425
ENSMUSG00000031555	Adam9	0.340994163973131	0.241306
ENSMUSG00000032231	Anxa2	0.341355877872276	0.4931765
ENSMUSG00000022948	Setd4	0.341644278625242	0.02164315
ENSMUSG00000055305	Zfp93	0.341740750428999	0.061017
ENSMUSG00000035356	Nfkbiz	0.341849116984805	0.2612535
ENSMUSG00000028194	Ddah1	0.342529125074628	0.206832
ENSMUSG00000118038	Gm9895	0.342529632600611	0.453175499999999
ENSMUSG00000039646	Vasn	0.342746300092133	0.6174735
ENSMUSG00000032965	Ift57	0.342793020624209	0.0473943
ENSMUSG00000003573	Homer3	0.343061067990187	0.130949
ENSMUSG00000068877	Selenbp2	0.343069710142172	0.00373
ENSMUSG00000047181	Samd14	0.343404446515938	0.0773644
ENSMUSG00000045671	Spred2	0.34366933781675	0.5667025
ENSMUSG00000062753	AI413582	0.344298940706627	0.17055845
ENSMUSG00000065336	Snora34	0.344401204072327	0.0
ENSMUSG00000042834	Nrep	0.344710699167628	0.4209765
ENSMUSG00000003198	Zfp959	0.344863690643488	0.1920714
ENSMUSG00000038024	Dennd4c	0.345104738235167	0.187782
ENSMUSG00000055862	Izumo4	0.345151261341774	0.119122299999999
ENSMUSG00000024942	Capn1	0.345156872445904	0.0
ENSMUSG00000025268	Maged2	0.345234913566317	0.2876125
ENSMUSG00000020311	Erlec1	0.345445480889301	0.0520965
ENSMUSG00000032026	Rexo2	0.345508081277563	0.1313985
ENSMUSG00000019088	Dnase1l1	0.345588360273883	0.2472315
ENSMUSG00000097820	E530011L22Rik	0.345660016103755	0.404203
ENSMUSG00000041429	Nthl1	0.345798820470307	0.0567555
ENSMUSG00000054967	Zfp647	0.345885760001212	0.2725825
ENSMUSG00000029166	Mapre3	0.346095061602118	0.14955505
ENSMUSG00000007659	Bcl2l1	0.346321066792921	0.593955999999999
ENSMUSG00000030536	Iqgap1	0.346323613636351	0.329856999999999
ENSMUSG00000025350	Rdh5	0.346825944484543	0.264684
ENSMUSG00000023050	Map3k12	0.346987659859728	0.313121
ENSMUSG00000033486	Catsper2	0.348225281256583	0.025801
ENSMUSG00000032238	Rora	0.348310775983478	0.0559342
ENSMUSG00000060260	Pwwp2b	0.348389193362495	0.517692
ENSMUSG00000000531	Grasp	0.348767424417338	0.0901504
ENSMUSG00000027257	Pacsin3	0.348863290222531	0.4927805
ENSMUSG00000034158	Lrrc58	0.349012011816103	0.666585
ENSMUSG00000040124	Gorab	0.349082198801705	0.312014
ENSMUSG00000042599	Kdm7a	0.349312854171396	0.295531
ENSMUSG00000045410	Akr1e1	0.34987765861952	0.0
ENSMUSG00000030729	Pgm2l1	0.350445807217576	0.02452645
ENSMUSG00000060935	Tmem263	0.350643778299312	0.5660295
ENSMUSG00000016559	H3f3b	0.350649811753899	0.342671
ENSMUSG00000025538	Sumf2	0.350787024543838	0.10301775
ENSMUSG00000024570	Rbfa	0.35090344709955	0.3042055
ENSMUSG00000074862	BC025920	0.350910206652829	0.00055425
ENSMUSG00000075054	Yae1d1	0.351044507152356	0.2984195
ENSMUSG00000022451	Twf1	0.351276925274051	0.1938605
ENSMUSG00000020190	Mknk2	0.351397618864813	0.528938
ENSMUSG00000030917	Tmem159	0.352101903861532	0.1065721
ENSMUSG00000029176	Anapc4	0.352145893764802	0.1742143
ENSMUSG00000067430	Zfp763	0.352433059462635	0.3293835
ENSMUSG00000048490	Nrip1	0.352578014484691	0.568751
ENSMUSG00000097164	Cep83os	0.352610568561144	0.08842305
ENSMUSG00000058254	Tspan7	0.353113682660458	0.386816999999999
ENSMUSG00000037971	1110032A03Rik	0.353195819453124	0.3899
ENSMUSG00000073633	Fbxo36	0.35332430653188	0.0040975
ENSMUSG00000047604	Frat2	0.353456952056374	0.20106415
ENSMUSG00000027248	Pdia3	0.353715745796563	0.460683
ENSMUSG00000056708	Ier5	0.355210372460918	0.7324485
ENSMUSG00000078851	H2aw	0.355488550055832	0.612069
ENSMUSG00000024480	Ap3s1	0.355635693155327	0.286092
ENSMUSG00000066258	Trim12a	0.356082095441728	0.08848635
ENSMUSG00000029344	Tpst2	0.356196828506665	0.4175735
ENSMUSG00000059401	Mamld1	0.356292136500235	0.199122
ENSMUSG00000001948	Spa17	0.356367929380857	0.02338735
ENSMUSG00000028476	Reck	0.356708791384044	0.106002
ENSMUSG00000028822	Tmem50a	0.356981869230988	0.1572545
ENSMUSG00000037058	Paip2	0.357188231568907	0.611167999999999
ENSMUSG00000019461	Plscr3	0.357296524985883	0.17147645
ENSMUSG00000066800	Rnasel	0.357486505067795	0.0628548
ENSMUSG00000023044	Csad	0.357876011349636	0.149354
ENSMUSG00000061482	H4c4	0.357964851733001	0.1322495
ENSMUSG00000056220	Pla2g4a	0.357976274765091	0.0
ENSMUSG00000034462	Pkd2	0.358474328394845	0.0585185
ENSMUSG00000004508	Gab2	0.359218859822642	0.239491
ENSMUSG00000040813	Tex264	0.359758016197032	0.235743999999999
ENSMUSG00000037499	Nenf	0.359762059200341	0.290636
ENSMUSG00000037493	Cib2	0.359873844027026	0.00032415
ENSMUSG00000055725	Paqr3	0.359877524811951	0.0759873
ENSMUSG00000001418	Glmp	0.359970428825335	0.3218085
ENSMUSG00000039382	Wdr45	0.360105825059075	0.0469583
ENSMUSG00000025226	Fbxl15	0.360174572151145	0.06760935
ENSMUSG00000044456	Rin3	0.360234678806671	0.1505405
ENSMUSG00000031808	Slc27a1	0.360647532408354	0.205309
ENSMUSG00000046598	Bdh1	0.360900799821604	0.0180902
ENSMUSG00000004032	Gstm5	0.36159008055969	0.0696094
ENSMUSG00000031556	Tm2d2	0.361670038321608	0.4659505
ENSMUSG00000025648	Pfkfb4	0.362052845074929	0.02350995
ENSMUSG00000034640	Tiparp	0.362151948863001	0.5626545
ENSMUSG00000068874	Selenbp1	0.362358954895322	0.12787335
ENSMUSG00000028019	Pdgfc	0.36309461530786	0.141056
ENSMUSG00000090946	Ccdc71l	0.363183896202248	0.440566
ENSMUSG00000018378	Cuedc1	0.36319239005505	0.473798999999999
ENSMUSG00000009739	Pou6f1	0.363476099252659	0.04096565
ENSMUSG00000035521	Gnptg	0.363836860897116	0.176185
ENSMUSG00000060708	Bloc1s4	0.363998078656048	0.5970145
ENSMUSG00000038816	Ctnnal1	0.364138279989188	0.1877095
ENSMUSG00000030551	Nr2f2	0.365020720520523	0.2761965
ENSMUSG00000041355	Ssr2	0.36510453896277	0.2077885
ENSMUSG00000023968	Crip3	0.365617981474662	0.03788145
ENSMUSG00000036046	5031439G07Rik	0.365651772487399	0.1941455
ENSMUSG00000042647	Acad12	0.365903993075016	0.0
ENSMUSG00000042743	Sgtb	0.366613405651598	0.0
ENSMUSG00000022842	Ece2	0.36694707794955	0.0
ENSMUSG00000037847	Nmrk1	0.367248772111215	0.02873675
ENSMUSG00000038777	Sema6c	0.367317677437615	0.0606205
ENSMUSG00000073481	Mtarc2	0.36734170357626	0.196651
ENSMUSG00000021902	Phf7	0.36753317049258	0.0702912
ENSMUSG00000001942	Siae	0.368105679064125	0.0
ENSMUSG00000037344	Slc12a9	0.368374187848758	0.061187
ENSMUSG00000037348	Paqr7	0.368446310335813	0.3007975
ENSMUSG00000035305	Ror1	0.368510193827189	0.5472425
ENSMUSG00000042659	Arrdc4	0.36886872868829	0.261656
ENSMUSG00000028150	Rorc	0.369286145166838	0.01373465
ENSMUSG00000050910	Cdr2l	0.369458617523163	0.1295631
ENSMUSG00000052837	Junb	0.370044291581489	0.4543945
ENSMUSG00000001039	B9d1	0.37029215945904	0.0005136
ENSMUSG00000077734	Snord83b	0.371018325269983	0.18085115
ENSMUSG00000005958	Ephb3	0.371861807461945	0.5009435
ENSMUSG00000060032	H2aj	0.371903168555006	0.487711499999999
ENSMUSG00000036918	Ttc7	0.372043121157324	0.00218945
ENSMUSG00000027217	Tspan18	0.372198122332568	0.3408765
ENSMUSG00000038296	Galnt18	0.372247575745449	0.00743715
ENSMUSG00000022564	Grina	0.372660173414458	0.2854185
ENSMUSG00000018001	Cyth3	0.373043900191772	0.569308
ENSMUSG00000001630	Stk38l	0.373189643086221	0.562915499999999
ENSMUSG00000047227	Gm527	0.374526513977082	0.05877075
ENSMUSG00000040502	Marchf9	0.374570857083829	0.0
ENSMUSG00000036246	Gmip	0.374903502937016	0.0387735
ENSMUSG00000035967	Ints6l	0.375149345381593	0.2613755
ENSMUSG00000031078	Cttn	0.375284457261608	0.2447065
ENSMUSG00000025381	Cnpy2	0.375446150294687	0.4197255
ENSMUSG00000056458	Mok	0.375799832394637	0.19641235
ENSMUSG00000041440	Gk5	0.376271529325403	0.01326495
ENSMUSG00000075289	Carns1	0.376689572389736	0.4876745
ENSMUSG00000086841	2410006H16Rik	0.377142548445088	0.7856035
ENSMUSG00000081534	Slc48a1	0.377400450189327	0.09581605
ENSMUSG00000026811	St6galnac6	0.378044873992747	0.270452
ENSMUSG00000020669	Sh3yl1	0.378176551661183	0.0
ENSMUSG00000020308	Tpgs1	0.378321922386799	0.2877645
ENSMUSG00000023942	Slc29a1	0.378400725168382	0.222739
ENSMUSG00000002325	Irf9	0.378420939206238	0.0503095
ENSMUSG00000078439	Smim24	0.378422406029189	0.115286249999999
ENSMUSG00000037636	Slc25a43	0.378566979412955	0.0447621
ENSMUSG00000095562	Erdr1	0.379122782075477	0.402057499999999
ENSMUSG00000027953	Slc50a1	0.379483067824261	0.4673115
ENSMUSG00000045275	Lca5l	0.379574235887904	0.0966779
ENSMUSG00000041390	Mdfic	0.379808257604305	0.254511999999999
ENSMUSG00000027956	Tmem144	0.379835235183735	0.0553595
ENSMUSG00000028063	Lmna	0.379929791559012	0.347031
ENSMUSG00000055407	Map6	0.379966958726697	0.021294
ENSMUSG00000003644	Rps6ka1	0.380032111210499	0.03448705
ENSMUSG00000039607	Rbms3	0.38014352249383	0.0284229
ENSMUSG00000032609	Klhdc8b	0.380383515851639	0.4889215
ENSMUSG00000041777	Cir1	0.380465207478382	0.119573
ENSMUSG00000041477	Dcp1b	0.380827926850738	0.4996335
ENSMUSG00000039958	Etfbkmt	0.381252680003014	0.14691325
ENSMUSG00000044068	Zrsr1	0.381298682561095	0.7305205
ENSMUSG00000034947	Tmem106a	0.381649181588819	0.02372475
ENSMUSG00000058297	Spock2	0.381764169578457	0.0
ENSMUSG00000029571	Tmem106b	0.38190634394513	0.207191
ENSMUSG00000024270	Slc39a6	0.382160529855735	0.02034505
ENSMUSG00000032657	Fam189b	0.382181086961956	0.01893385
ENSMUSG00000018474	Chd3	0.382444152896311	0.0339787
ENSMUSG00000049624	Slc17a5	0.382937038275092	0.04933665
ENSMUSG00000022971	Ifnar2	0.383032771493417	0.1957205
ENSMUSG00000107121	1110006O24Rik	0.383375399650223	0.4401045
ENSMUSG00000045519	Zfp560	0.383454816568541	0.261026
ENSMUSG00000013495	Tmem175	0.383745794225682	0.163914
ENSMUSG00000056679	Gpr173	0.384400555702835	0.08097315
ENSMUSG00000048731	Ggnbp1	0.384413927232453	0.1804921
ENSMUSG00000044676	Zfp612	0.384492533472665	0.0481687
ENSMUSG00000046314	Stxbp6	0.384512070833303	0.199278999999999
ENSMUSG00000032883	Acsl3	0.38459436146129	0.454296
ENSMUSG00000032415	Ube2cbp	0.384700220396715	0.0
ENSMUSG00000050930	Map10	0.384820977373314	0.398786
ENSMUSG00000035285	Nat14	0.385209607218737	0.13377
ENSMUSG00000026031	Cflar	0.385398751609556	0.2086985
ENSMUSG00000020102	Slc16a7	0.385515312287721	0.0
ENSMUSG00000038583	Pln	0.385572199967219	0.680507
ENSMUSG00000022756	Slc7a4	0.38635170055389	0.0
ENSMUSG00000110444	Gm10033	0.387210916752087	0.299793
ENSMUSG00000020564	Atxn7l1	0.387599621902612	0.218783
ENSMUSG00000083674	Zfp133-ps	0.387969442041388	0.0
ENSMUSG00000031828	Klhl36	0.388859827173088	0.0437203
ENSMUSG00000028295	Smim8	0.388870886948347	0.279764
ENSMUSG00000116665	E130310I04Rik	0.389233653231527	0.00195955
ENSMUSG00000059277	R74862	0.389411508935192	0.1782435
ENSMUSG00000028344	Invs	0.390127429948309	0.01458655
ENSMUSG00000002500	Rpl3l	0.390202702350467	0.0592265
ENSMUSG00000028641	P3h1	0.39029729181235	0.13305535
ENSMUSG00000030688	Stard10	0.390589767314542	0.1874685
ENSMUSG00000108452	4930413G21Rik	0.390975330462334	0.2804635
ENSMUSG00000003949	Hlf	0.39121221001916	0.410679
ENSMUSG00000025779	Ly96	0.391438001254002	0.09129895
ENSMUSG00000032370	Lactb	0.392527162484402	0.01622135
ENSMUSG00000021939	Ctsb	0.39288818727042	0.4370475
ENSMUSG00000002064	Sdf2	0.393957624126985	0.493538999999999
ENSMUSG00000021916	Glt8d1	0.394024362178623	0.247451
ENSMUSG00000044807	Zfp354c	0.394480100879214	0.1591141
ENSMUSG00000001986	Gria3	0.394615303473403	0.01273455
ENSMUSG00000037336	Mfsd2b	0.39471337280945	0.0907716
ENSMUSG00000035062	Zc4h2	0.394783999036191	0.123751
ENSMUSG00000010660	Plcd1	0.395341187918786	0.1883644
ENSMUSG00000031805	Jak3	0.395370907454758	0.0
ENSMUSG00000041084	Ostc	0.395395670751326	0.533436999999999
ENSMUSG00000074500	Zfp558	0.396154137753966	0.0
ENSMUSG00000038188	Scarf1	0.396193341553999	0.0
ENSMUSG00000054716	Zfp771	0.396361278426944	0.3632955
ENSMUSG00000045917	Tmem268	0.396372626065074	0.00563875
ENSMUSG00000059482	2610301B20Rik	0.397142666736766	0.1769095
ENSMUSG00000023960	Enpp5	0.397218166292163	0.2678915
ENSMUSG00000019853	Hebp2	0.397327637640922	0.0597355
ENSMUSG00000030401	Rtn2	0.397340591994639	0.062126
ENSMUSG00000022793	B4galt4	0.397344235561353	0.1496865
ENSMUSG00000055401	Fbxo6	0.397914705367107	0.0078599
ENSMUSG00000031838	Ifi30	0.398815588784459	0.13521855
ENSMUSG00000059554	Ccdc28a	0.399129756398663	0.0
ENSMUSG00000025956	Mettl21a	0.399367438796597	0.189182849999999
ENSMUSG00000074001	Klhl40	0.399492439222275	0.334514
ENSMUSG00000037266	Rsrp1	0.400665787440348	0.673038999999999
ENSMUSG00000026208	Des	0.400912356515076	0.595928
ENSMUSG00000034445	Cyb561a3	0.401017531965302	0.07466735
ENSMUSG00000021432	Slc35b3	0.401349580773652	0.1673275
ENSMUSG00000004846	Plod3	0.401990599624027	0.0637591
ENSMUSG00000027546	Atp9a	0.402164104809912	0.04343715
ENSMUSG00000104063	Pcdhgb7	0.402285701908987	0.5543735
ENSMUSG00000008206	Cers4	0.402671489501966	0.4969215
ENSMUSG00000057054	Inca1	0.402865083720938	0.09821955
ENSMUSG00000033917	Gde1	0.402926701618439	0.3609435
ENSMUSG00000018906	P4ha2	0.40304588395724	0.271198
ENSMUSG00000037260	Hgsnat	0.403198976605525	0.0
ENSMUSG00000031105	Slc25a14	0.404650856356182	0.00258475
ENSMUSG00000021240	Abcd4	0.404900036501226	0.00614425
ENSMUSG00000032640	Chsy1	0.405031463978034	0.6661225
ENSMUSG00000030605	Mfge8	0.405399788181337	0.306676
ENSMUSG00000045980	Tmem104	0.405546923055742	0.0711489999999999
ENSMUSG00000032607	Amt	0.405680168988037	0.0444954
ENSMUSG00000049086	Bmyc	0.405764877811191	0.4140385
ENSMUSG00000086158	Ccpg1os	0.406319081358734	0.07542855
ENSMUSG00000060126	Tpt1	0.406376906942798	0.7493445
ENSMUSG00000052373	Mpp3	0.407016173777519	0.0
ENSMUSG00000031478	Nek3	0.407637392114458	0.0
ENSMUSG00000037773	Pced1a	0.407854758637512	0.126962
ENSMUSG00000027935	Rab13	0.407933239572985	0.1736665
ENSMUSG00000034993	Vat1	0.408713535902206	0.3153885
ENSMUSG00000029178	Klf3	0.409382280515902	0.4664905
ENSMUSG00000070371	Prss36	0.409454468274627	0.0
ENSMUSG00000024663	Rab3il1	0.409782898642135	0.01872685
ENSMUSG00000041774	Ydjc	0.410263285363134	0.288135
ENSMUSG00000005087	Cd44	0.410326574952727	0.3459375
ENSMUSG00000035944	Ttc38	0.410369487573169	0.0
ENSMUSG00000093565	Rab26os	0.410424238169795	0.641851
ENSMUSG00000052920	Prkg1	0.410573113633085	0.10211185
ENSMUSG00000028542	Slc6a9	0.411233893144642	0.00335435
ENSMUSG00000017734	Dbndd2	0.413246306886796	0.11657885
ENSMUSG00000014177	Tvp23b	0.41345782505062	0.0726038
ENSMUSG00000038836	Agbl3	0.413512904304477	0.0
ENSMUSG00000029455	Aldh2	0.413594512917902	0.00636735
ENSMUSG00000038524	Fchsd1	0.413642707862679	0.0
ENSMUSG00000069633	Pex11g	0.413744965425728	0.0148922
ENSMUSG00000010609	Psen2	0.413887742320848	0.0436118999999999
ENSMUSG00000036894	Rap2b	0.414036323467234	0.331665
ENSMUSG00000037902	Sirpa	0.414064916622988	0.2047895
ENSMUSG00000020108	Ddit4	0.414290783852844	0.754617
ENSMUSG00000050088	1600012H06Rik	0.414517179521687	0.434796
ENSMUSG00000068686	Cd59b	0.414533793063839	0.00070295
ENSMUSG00000024975	Pdcd4	0.414945143430115	0.177026
ENSMUSG00000021482	Prxl2c	0.4150835465872	0.182509
ENSMUSG00000004562	Arhgef40	0.415496149598234	0.182093
ENSMUSG00000063605	Ccdc102a	0.415575592705332	0.246651
ENSMUSG00000063320	1190007I07Rik	0.416104565526697	0.481054
ENSMUSG00000021725	Parp8	0.416856401372506	0.262011
ENSMUSG00000035678	Tnfsf9	0.416887812781962	0.2934645
ENSMUSG00000029452	Tmem116	0.417668847815092	0.0
ENSMUSG00000111063	Zkscan7	0.417702845794977	0.0
ENSMUSG00000021866	Anxa11	0.418238910693711	0.3112725
ENSMUSG00000031093	Dock11	0.41833715632795	0.0141745
ENSMUSG00000024948	Map4k2	0.41868128242171	0.051654
ENSMUSG00000020027	Socs2	0.418904122646522	0.03730475
ENSMUSG00000038451	Spsb2	0.418939164856993	0.1324655
ENSMUSG00000018417	Myo1b	0.418967630586432	0.1452436
ENSMUSG00000025287	Acot9	0.419025695616847	0.03593945
ENSMUSG00000029401	Rilpl2	0.419053940948884	0.1544495
ENSMUSG00000025235	Bbs4	0.419261833319302	0.07998345
ENSMUSG00000027840	Wnt2b	0.419494119016555	0.0451051
ENSMUSG00000002111	Spi1	0.419965258133452	0.0
ENSMUSG00000040511	Pvr	0.420050565848649	0.0778595
ENSMUSG00000027765	P2ry1	0.420218605410419	0.23093065
ENSMUSG00000024538	Ppic	0.420873834391369	0.2956975
ENSMUSG00000047090	Tmem198b	0.421039109160537	0.1675895
ENSMUSG00000022203	Efs	0.421050201747072	0.229775
ENSMUSG00000016534	Lamp2	0.421515118339723	0.3445585
ENSMUSG00000064837	Snora75	0.421697286804786	0.5413532
ENSMUSG00000023008	Fmnl3	0.421815515465164	0.443041
ENSMUSG00000028078	Dclk2	0.421831966965193	0.0086079
ENSMUSG00000048186	Bend7	0.421917994659062	0.0
ENSMUSG00000035189	Ano4	0.421997046353458	0.0489591
ENSMUSG00000074579	Lekr1	0.422471457144617	0.0
ENSMUSG00000055912	Tmem150a	0.422608572356053	0.2974975
ENSMUSG00000020668	Kif3c	0.422732110364553	0.0412204
ENSMUSG00000027006	Dnajc10	0.423276189056795	0.01888385
ENSMUSG00000002233	Rhoc	0.423383256449446	0.5925225
ENSMUSG00000033577	Myo6	0.423536038308339	0.0873693
ENSMUSG00000021256	Vash1	0.424016530244058	0.3275465
ENSMUSG00000025314	Ptprj	0.424310792576137	0.1343856
ENSMUSG00000054484	Tmem62	0.42446675958585	0.0
ENSMUSG00000022003	Slc25a30	0.425971481968848	0.367668
ENSMUSG00000040706	Agmat	0.426275272391429	0.04486975
ENSMUSG00000042717	Ppp1r3a	0.426515611427786	0.4481935
ENSMUSG00000049119	Fam110b	0.426741901667278	0.0237453
ENSMUSG00000019478	Rab4a	0.426906334562397	0.275535
ENSMUSG00000022514	Il1rap	0.427285025809685	0.03506745
ENSMUSG00000003363	Pld3	0.429283289069667	0.1305431
ENSMUSG00000049517	Rps23	0.429409686880526	0.592824999999999
ENSMUSG00000019080	Mfsd3	0.430284197071031	0.0
ENSMUSG00000054626	Xlr	0.430485064708275	0.0
ENSMUSG00000061740	Cyp2d22	0.43056943350086	0.268441
ENSMUSG00000001300	Efnb2	0.430591741926033	0.5071445
ENSMUSG00000029860	Zyx	0.430656437445549	0.5802625
ENSMUSG00000021127	Zfp36l1	0.431187122384344	0.7025665
ENSMUSG00000034563	Ccpg1	0.432041639258658	0.1697885
ENSMUSG00000001751	Naglu	0.432254318568851	0.0774705
ENSMUSG00000002565	Scin	0.432604507570511	0.0
ENSMUSG00000045211	Nudt18	0.432934460170048	0.15330555
ENSMUSG00000036968	Cnpy4	0.433026132736306	0.122085649999999
ENSMUSG00000008167	Fbxw9	0.433151261229607	0.3131545
ENSMUSG00000025277	Abhd6	0.43332750104677	0.1663325
ENSMUSG00000019975	Ikbip	0.433496243039432	0.132474
ENSMUSG00000006782	Cnp	0.433853604204473	0.247207
ENSMUSG00000013275	Slc41a1	0.434358968222337	0.1666588
ENSMUSG00000001750	Tcirg1	0.43484923702094	0.0645976499999999
ENSMUSG00000017404	Rpl19	0.435196537987712	0.5375365
ENSMUSG00000095362	Gm14325	0.435222037886561	0.512111
ENSMUSG00000048065	Cyb5r2	0.435586701389572	0.0
ENSMUSG00000051048	P4ha3	0.43566741821095	0.07914
ENSMUSG00000034765	Dusp5	0.435978480971702	0.327065999999999
ENSMUSG00000032712	Resf1	0.436766024001796	0.3628575
ENSMUSG00000022911	Arl13b	0.436869736227996	0.1025468
ENSMUSG00000065734	Snord49a	0.438683798419847	0.4375
ENSMUSG00000016487	Ppfibp1	0.438684371786318	0.3194705
ENSMUSG00000026107	Nabp1	0.439092711513192	0.242199999999999
ENSMUSG00000048965	Mrgpre	0.439206706106694	0.07665355
ENSMUSG00000031532	Saraf	0.439633785405107	0.390008
ENSMUSG00000026273	Mterf4	0.439660721765535	0.320805499999999
ENSMUSG00000032012	Nectin1	0.439692666263085	0.0289033
ENSMUSG00000018381	Abi3	0.440221923101963	0.00681285
ENSMUSG00000001911	Nfix	0.440419159824608	0.1660513
ENSMUSG00000049775	Tmsb4x	0.440649000426144	0.877193
ENSMUSG00000002475	Abhd3	0.441648163407718	0.0
ENSMUSG00000058013	Septin11	0.442194617401213	0.4493925
ENSMUSG00000044976	Wdr72	0.442454873639725	0.0
ENSMUSG00000032846	Zswim6	0.442518392494278	0.2114955
ENSMUSG00000034780	B3galt1	0.442752232980533	0.0
